pcd,pcd2,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,osgrdind,oa11,cty,ced,laua,ward,hlthau,nhser,ctry,rgn,pcon,eer,teclec,ttwa,pct,nuts,park,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp
"IM1 1EA","IM1  1EA","IM1 1EA","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EB","IM1  1EB","IM1 1EB","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1ED","IM1  1ED","IM1 1ED","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EE","IM1  1EE","IM1 1EE","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EF","IM1  1EF","IM1 1EF","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EG","IM1  1EG","IM1 1EG","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EH","IM1  1EH","IM1 1EH","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EJ","IM1  1EJ","IM1 1EJ","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EL","IM1  1EL","IM1 1EL","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EN","IM1  1EN","IM1 1EN","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EP","IM1  1EP","IM1 1EP","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EQ","IM1  1EQ","IM1 1EQ","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1ER","IM1  1ER","IM1 1ER","199712","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1ES","IM1  1ES","IM1 1ES","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1ET","IM1  1ET","IM1 1ET","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EU","IM1  1EU","IM1 1EU","200310","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EW","IM1  1EW","IM1 1EW","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1EX","IM1  1EX","IM1 1EX","201011","","1","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1JA","IM1  1JA","IM1 1JA","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
"IM1 1JB","IM1  1JB","IM1 1JB","199405","","0","","","9","M99999999","M99999999","M99999999","M99999999","M99999999","M00000001","M99999999","M83000003","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","M99999999","M99999999","M99999999","M01000001","M99999999","M99999999","Z9","9Z9",99.999999,0.000000,"M99999999","M99999999","M99999999",0,"M99999999","M99999999"
