DZ11CD,IMD16
S01010045,146
S01010046,163
S01010047,78
S01010048,85
S01010049,96
S01010050,12
S01010051,193
S01010052,164
S01010053,616
S01010054,53
S01010055,67
S01010056,273
S01010057,1172
S01010058,385
S01010059,1591
S01010060,678
S01010061,2360
S01010062,815
S01010063,140
S01010064,1511
S01010065,334
S01010066,233
S01010067,58
S01010068,1550
S01010069,3621
S01010070,4574
S01010071,2153
S01010072,2496
S01010073,3900
S01010074,3573
S01010075,1421
S01010076,1514
S01010077,847
S01010078,4392
S01010079,5673
S01010080,5321
S01010081,5076
S01010082,3589
S01010083,1025
S01010084,885
S01010085,4131
S01010086,492
S01010087,4714
S01010088,5518
S01010089,992
S01010090,3252
S01010091,3461
S01010092,515
S01010093,2831
S01010094,3608
S01010095,5289
S01010096,4806
S01010097,3739
S01010098,5080
S01010099,5243
S01010100,3448
S01010101,3878
S01010102,5051
S01010103,4772
S01010104,4779
S01010105,924
S01010106,1076
S01010107,396
S01010108,479
S01010109,756
S01010110,167
S01010111,18
S01010112,141
S01010113,297
S01010114,106
S01010115,2265
S01010116,2542
S01010117,3786
S01010118,10
S01010119,877
S01010120,74
S01010121,20
S01010122,3
S01010123,439
S01010124,1952
S01010125,822
S01010126,1018
S01010127,1039
S01010128,82
S01010129,32
S01010130,276
S01010131,4274
S01010132,389
S01010133,180
S01010134,768
S01010135,765
S01010136,1990
S01010137,699
S01010138,47
S01010139,662
S01010140,1693
S01010141,125
S01010142,357
S01010143,1145
S01010144,421
S01010145,1196
S01010146,244
S01010147,161
S01010148,4
S01010149,4411
S01010150,91
S01010151,307
S01010152,1732
S01010153,706
S01010154,498
S01010155,1185
S01010156,668
S01010157,227
S01010158,919
S01010159,845
S01010160,65
S01010161,1109
S01010162,134
S01010163,69
S01010164,430
S01010165,172
S01010166,955
S01010167,285
S01010168,997
S01010169,494
S01010170,399
S01010171,39
S01010172,418
S01010173,1719
S01010174,2598
S01010175,946
S01010176,1531
S01010177,157
S01010178,195
S01010179,72
S01010180,3742
S01010181,108
S01010182,4162
S01010183,434
S01010184,821
S01010185,280
S01010186,4222
S01010187,3234
S01010188,3300
S01010189,4458
S01010190,5264
S01010191,4371
S01010192,5213
S01010193,4152
S01010194,1238
S01010195,1267
S01010196,783
S01010197,388
S01010198,177
S01010199,471
S01010200,1270
S01010201,2692
S01010202,43
S01010203,4038
S01010204,188
S01010205,295
S01010206,4605
S01010207,967
S01010208,980
S01010209,487
S01010210,1282
S01010211,258
S01010212,168
S01010213,851
S01010214,3236
S01010215,291
S01010216,105
S01010217,278
S01010218,580
S01010219,1702
S01010220,6465
S01010221,49
S01010222,468
S01010223,369
S01010224,41
S01010225,481
S01010226,1562
S01010227,5144
S01010228,95
S01010229,859
S01010230,128
S01010231,364
S01010232,551
S01010233,425
S01010234,2993
S01010235,4880
S01010236,2508
S01010237,3248
S01010238,2690
S01010239,712
S01010240,2521
S01010241,1597
S01010242,478
S01010243,612
S01010244,711
S01010245,2
S01010246,428
S01010247,1722
S01010248,4228
S01010249,3452
S01010250,4044
S01010251,5082
S01010252,2471
S01010253,174
S01010254,910
S01010255,575
S01010256,445
S01010257,2795
S01010258,6327
S01010259,1226
S01010260,3804
S01010261,3661
S01010262,377
S01010263,4296
S01010264,1464
S01010265,5726
S01010266,4076
S01010267,3170
S01010268,3117
S01010269,3133
S01010270,331
S01010271,2617
S01010272,864
S01010273,5072
S01010274,5108
S01010275,4178
S01010276,6110
S01010277,1586
S01010278,1004
S01010279,2172
S01010280,3528
S01010281,5442
S01010282,1429
S01010283,2933
S01010284,4246
S01010285,3152
S01010286,5782
S01010287,5016
S01010288,5913
S01010289,6092
S01010290,3019
S01010291,3787
S01010292,5519
S01010293,3459
S01010294,5235
S01010295,4911
S01010296,2133
S01010297,1289
S01010298,833
S01010299,522
S01010300,1890
S01010301,4413
S01010302,809
S01010303,660
S01010304,270
S01010305,1126
S01010306,2614
S01010307,5789
S01010308,4984
S01010309,1056
S01010310,415
S01010311,48
S01010312,19
S01010313,86
S01010314,897
S01010315,1813
S01010316,313
S01010317,4067
S01010318,2836
S01010319,2110
S01010320,1042
S01010321,1377
S01010322,6096
S01010323,7
S01010324,304
S01010325,426
S01010326,15
S01010327,792
S01010328,1541
S01010329,1783
S01010330,62
S01010331,207
S01010332,117
S01010333,353
S01010334,1155
S01010335,340
S01010336,55
S01010337,337
S01010338,60
S01010339,1027
S01010340,567
S01010341,2529
S01010342,4195
S01010343,3974
S01010344,25
S01010345,4890
S01010346,3852
S01010347,720
S01010348,1751
S01010349,1212
S01010350,495
S01010351,1841
S01010352,286
S01010353,84
S01010354,693
S01010355,599
S01010356,1556
S01010357,120
S01010358,200
S01010359,122
S01010360,433
S01010361,33
S01010362,30
S01010363,4380
S01010364,6283
S01010365,6620
S01010366,5706
S01010367,6880
S01010368,6725
S01010369,3005
S01010370,6532
S01010371,5828
S01010372,6728
S01010373,5950
S01010374,6926
S01010375,4909
S01010376,5154
S01010377,5250
S01010378,5292
S01010379,3781
S01010380,4916
S01010381,4988
S01010382,4327
S01010383,1332
S01010384,4919
S01010385,3694
S01010386,837
S01010387,2709
S01010388,1222
S01010389,5839
S01010390,3197
S01010391,3163
S01010392,6384
S01010393,4243
S01010394,366
S01010395,2497
S01010396,2788
S01010397,5377
S01010398,6114
S01010399,6936
S01010400,6861
S01010401,5297
S01010402,6848
S01010403,6827
S01010404,6240
S01010405,6436
S01010406,5953
S01010407,5877
S01010408,2678
S01010409,6769
S01010410,6681
S01010411,6814
S01010412,4896
S01010413,6165
S01010414,5452
S01010415,1171
S01010416,6520
S01010417,6866
S01010418,6287
S01010419,6611
S01010420,5926
S01010421,5995
S01010422,4155
S01010423,338
S01010424,989
S01010425,328
S01010426,972
S01010427,635
S01010428,5599
S01010429,5864
S01010430,576
S01010431,6625
S01010432,911
S01010433,565
S01010434,144
S01010435,1727
S01010436,277
S01010437,1187
S01010438,708
S01010439,1075
S01010440,228
S01010441,3365
S01010442,962
S01010443,2268
S01010444,990
S01010445,1442
S01010446,2931
S01010447,553
S01010448,2829
S01010449,1287
S01010450,1024
S01010451,284
S01010452,1554
S01010453,320
S01010454,2101
S01010455,71
S01010456,2458
S01010457,2849
S01010458,670
S01010459,1909
S01010460,6008
S01010461,435
S01010462,63
S01010463,3317
S01010464,2410
S01010465,5052
S01010466,5883
S01010467,4689
S01010468,5355
S01010469,1320
S01010470,1871
S01010471,1285
S01010472,2224
S01010473,3728
S01010474,2820
S01010475,4756
S01010476,3503
S01010477,2324
S01010478,315
S01010479,1432
S01010480,1692
S01010481,211
S01010482,1810
S01010483,1231
S01010484,1156
S01010485,3057
S01010486,5904
S01010487,3307
S01010488,381
S01010489,759
S01010490,213
S01010491,56
S01010492,70
S01010493,9
S01010494,971
S01010495,16
S01010496,289
S01010497,261
S01010498,222
S01010499,28
S01010500,210
S01010501,744
S01010502,1679
S01010503,292
S01010504,3928
S01010505,2966
S01010506,3660
S01010507,4938
S01010508,3898
S01010509,3830
S01010510,4144
S01010511,2187
S01010512,3312
S01010513,6086
S01010514,3547
S01010515,2669
S01010516,3802
S01010517,3073
S01010518,3888
S01010519,2867
S01010520,5164
S01010521,2762
S01010522,1269
S01010523,954
S01010524,4964
S01010525,4342
S01010526,4278
S01010527,2640
S01010528,2748
S01010529,4980
S01010530,4226
S01010531,4282
S01010532,4299
S01010533,5500
S01010534,5099
S01010535,5029
S01010536,3658
S01010537,4554
S01010538,4898
S01010539,4791
S01010540,4502
S01010541,4855
S01010542,4615
S01010543,4048
S01010544,4626
S01010545,5283
S01010546,5221
S01010547,4794
S01010548,5592
S01010549,4935
S01010550,3944
S01010551,4609
S01010552,4219
S01010553,4344
S01010554,4160
S01010555,2934
S01010556,1711
S01010557,3110
S01010558,3412
S01010559,5697
S01010560,6479
S01010561,6131
S01010562,5121
S01010563,2559
S01010564,943
S01010565,2768
S01010566,4628
S01010567,4549
S01010568,3566
S01010569,5208
S01010570,2195
S01010571,4713
S01010572,2970
S01010573,3396
S01010574,6714
S01010575,5596
S01010576,6351
S01010577,1771
S01010578,2984
S01010579,5815
S01010580,3272
S01010581,4843
S01010582,4888
S01010583,5530
S01010584,4479
S01010585,5188
S01010586,6022
S01010587,5637
S01010588,5714
S01010589,1895
S01010590,6089
S01010591,5142
S01010592,4954
S01010593,6088
S01010594,5205
S01010595,5794
S01010596,5720
S01010597,5277
S01010598,6145
S01010599,5650
S01010600,4025
S01010601,4942
S01010602,4933
S01010603,5704
S01010604,5951
S01010605,5821
S01010606,2877
S01010607,6437
S01010608,1030
S01010609,2184
S01010610,3968
S01010611,2378
S01010612,4480
S01010613,2411
S01010614,1017
S01010615,3520
S01010616,6663
S01010617,6627
S01010618,6647
S01010619,2221
S01010620,362
S01010621,4408
S01010622,1265
S01010623,4634
S01010624,1987
S01010625,6622
S01010626,4797
S01010627,3273
S01010628,5287
S01010629,4506
S01010630,2030
S01010631,3029
S01010632,2207
S01010633,1534
S01010634,2407
S01010635,1569
S01010636,5129
S01010637,920
S01010638,2356
S01010639,1364
S01010640,3362
S01010641,460
S01010642,497
S01010643,263
S01010644,35
S01010645,4070
S01010646,4179
S01010647,5600
S01010648,3688
S01010649,4343
S01010650,2373
S01010651,2126
S01010652,4027
S01010653,4902
S01010654,3480
S01010655,4485
S01010656,3209
S01010657,4531
S01010658,4583
S01010659,4670
S01010660,3945
S01010661,3355
S01010662,4419
S01010663,5384
S01010664,5166
S01010665,3316
S01010666,4256
S01010667,3960
S01010668,4252
S01010669,3747
S01010670,3757
S01010671,4579
S01010672,2905
S01010673,2835
S01010674,3259
S01010675,3954
S01010676,3794
S01010677,3826
S01010678,2050
S01010679,2613
S01010680,2178
S01010681,3495
S01010682,3276
S01010683,2807
S01010684,3056
S01010685,2734
S01010686,3384
S01010687,4082
S01010688,3950
S01010689,3716
S01010690,3367
S01010691,3923
S01010692,5160
S01010693,4453
S01010694,3148
S01010695,4245
S01010696,3795
S01010697,3595
S01010698,2716
S01010699,3671
S01010700,4952
S01010701,4339
S01010702,4197
S01010703,4582
S01010704,2624
S01010705,4847
S01010706,3099
S01010707,4727
S01010708,3390
S01010709,4994
S01010710,1552
S01010711,5680
S01010712,2042
S01010713,3388
S01010714,1691
S01010715,3713
S01010716,2354
S01010717,6234
S01010718,3964
S01010719,4873
S01010720,5093
S01010721,5771
S01010722,4732
S01010723,5089
S01010724,4799
S01010725,5308
S01010726,4941
S01010727,5414
S01010728,5418
S01010729,5207
S01010730,4752
S01010731,4381
S01010732,1033
S01010733,940
S01010734,1116
S01010735,548
S01010736,6377
S01010737,2558
S01010738,3434
S01010739,2778
S01010740,287
S01010741,3342
S01010742,2679
S01010743,1494
S01010744,4412
S01010745,2330
S01010746,3124
S01010747,1564
S01010748,3376
S01010749,4074
S01010750,3143
S01010751,908
S01010752,2169
S01010753,2063
S01010754,2024
S01010755,4262
S01010756,5713
S01010757,3052
S01010758,4236
S01010759,4092
S01010760,5141
S01010761,4288
S01010762,3103
S01010763,3770
S01010764,3746
S01010765,3157
S01010766,3835
S01010767,2459
S01010768,3115
S01010769,4400
S01010770,2938
S01010771,2312
S01010772,1791
S01010773,3134
S01010774,1635
S01010775,4871
S01010776,2560
S01010777,1011
S01010778,186
S01010779,832
S01010780,3662
S01010781,4304
S01010782,1880
S01010783,1704
S01010784,664
S01010785,4711
S01010786,4431
S01010787,3049
S01010788,3467
S01010789,2757
S01010790,3511
S01010791,3629
S01010792,1482
S01010793,4020
S01010794,4171
S01010795,5045
S01010796,3905
S01010797,4643
S01010798,3346
S01010799,2843
S01010800,2503
S01010801,2498
S01010802,3421
S01010803,1897
S01010804,5413
S01010805,4481
S01010806,986
S01010807,3619
S01010808,5022
S01010809,5568
S01010810,3093
S01010811,3287
S01010812,2773
S01010813,2785
S01010814,3483
S01010815,3366
S01010816,6350
S01010817,5955
S01010818,5978
S01010819,3235
S01010820,4213
S01010821,6741
S01010822,3763
S01010823,4094
S01010824,5613
S01010825,4696
S01010826,5383
S01010827,5533
S01010828,5358
S01010829,4448
S01010830,4801
S01010831,5607
S01010832,3828
S01010833,5422
S01010834,5801
S01010835,5674
S01010836,5851
S01010837,3897
S01010838,3755
S01010839,4959
S01010840,4352
S01010841,5138
S01010842,787
S01010843,1492
S01010844,5170
S01010845,3993
S01010846,1902
S01010847,5754
S01010848,649
S01010849,685
S01010850,531
S01010851,947
S01010852,1821
S01010853,1857
S01010854,795
S01010855,2053
S01010856,686
S01010857,3450
S01010858,1189
S01010859,721
S01010860,1698
S01010861,484
S01010862,52
S01010863,4177
S01010864,5783
S01010865,5936
S01010866,4081
S01010867,5657
S01010868,3700
S01010869,6007
S01010870,4680
S01010871,4692
S01010872,2262
S01010873,175
S01010874,5178
S01010875,2688
S01010876,1274
S01010877,2575
S01010878,3130
S01010879,3183
S01010880,453
S01010881,3419
S01010882,4568
S01010883,4532
S01010884,363
S01010885,259
S01010886,1334
S01010887,499
S01010888,824
S01010889,88
S01010890,358
S01010891,23
S01010892,398
S01010893,77
S01010894,963
S01010895,236
S01010896,450
S01010897,240
S01010898,374
S01010899,2226
S01010900,651
S01010901,245
S01010902,1242
S01010903,147
S01010904,114
S01010905,2264
S01010906,1191
S01010907,5679
S01010908,1622
S01010909,4593
S01010910,372
S01010911,595
S01010912,406
S01010913,2605
S01010914,3696
S01010915,3137
S01010916,440
S01010917,1354
S01010918,2006
S01010919,1118
S01010920,982
S01010921,512
S01010922,637
S01010923,1477
S01010924,1326
S01010925,1021
S01010926,1014
S01010927,1392
S01010928,976
S01010929,644
S01010930,5480
S01010931,4472
S01010932,1793
S01010933,3837
S01010934,5685
S01010935,5570
S01010936,1972
S01010937,4975
S01010938,1685
S01010939,4947
S01010940,6569
S01010941,6369
S01010942,6665
S01010943,2607
S01010944,1590
S01010945,2343
S01010946,2325
S01010947,2143
S01010948,2539
S01010949,6501
S01010950,3971
S01010951,3892
S01010952,4899
S01010953,3836
S01010954,6604
S01010955,4705
S01010956,5002
S01010957,6221
S01010958,4170
S01010959,4420
S01010960,2266
S01010961,2686
S01010962,2173
S01010963,3958
S01010964,4402
S01010965,890
S01010966,3436
S01010967,2146
S01010968,3632
S01010969,3672
S01010970,3704
S01010971,4244
S01010972,2428
S01010973,3776
S01010974,2281
S01010975,1705
S01010976,1358
S01010977,3496
S01010978,2162
S01010979,2027
S01010980,2251
S01010981,2052
S01010982,4212
S01010983,3927
S01010984,5049
S01010985,4100
S01010986,6080
S01010987,6690
S01010988,6784
S01010989,6468
S01010990,3392
S01010991,4169
S01010992,5872
S01010993,4416
S01010994,5344
S01010995,6906
S01010996,6343
S01010997,6348
S01010998,6399
S01010999,4746
S01011000,4084
S01011001,3036
S01011002,2604
S01011003,2896
S01011004,5041
S01011005,1631
S01011006,2481
S01011007,1867
S01011008,1779
S01011009,1734
S01011010,778
S01011011,400
S01011012,254
S01011013,2284
S01011014,3313
S01011015,2404
S01011016,5999
S01011017,2595
S01011018,3823
S01011019,4320
S01011020,6006
S01011021,2107
S01011022,1094
S01011023,1478
S01011024,1830
S01011025,1182
S01011026,1250
S01011027,927
S01011028,1726
S01011029,826
S01011030,4021
S01011031,2068
S01011032,1788
S01011033,4353
S01011034,1626
S01011035,1803
S01011036,2653
S01011037,1607
S01011038,1035
S01011039,2623
S01011040,1088
S01011041,1675
S01011042,4075
S01011043,1995
S01011044,1336
S01011045,3525
S01011046,4154
S01011047,4874
S01011048,4445
S01011049,4528
S01011050,4457
S01011051,4930
S01011052,5629
S01011053,3166
S01011054,4773
S01011055,4365
S01011056,3764
S01011057,4639
S01011058,3978
S01011059,4360
S01011060,4302
S01011061,2697
S01011062,4477
S01011063,2181
S01011064,4277
S01011065,3799
S01011066,5197
S01011067,5279
S01011068,3856
S01011069,4017
S01011070,4536
S01011071,5453
S01011072,3232
S01011073,4298
S01011074,4312
S01011075,2075
S01011076,3546
S01011077,1847
S01011078,5785
S01011079,4600
S01011080,3394
S01011081,4456
S01011082,2753
S01011083,4147
S01011084,4569
S01011085,4718
S01011086,4424
S01011087,3305
S01011088,5390
S01011089,2776
S01011090,4739
S01011091,5274
S01011092,2127
S01011093,1694
S01011094,5627
S01011095,4813
S01011096,4442
S01011097,5151
S01011098,4625
S01011099,1560
S01011100,4059
S01011101,1723
S01011102,1546
S01011103,1763
S01011104,3200
S01011105,3037
S01011106,3127
S01011107,4658
S01011108,2862
S01011109,4247
S01011110,2242
S01011111,1322
S01011112,6839
S01011113,3718
S01011114,5805
S01011115,2647
S01011116,5757
S01011117,5036
S01011118,6237
S01011119,5652
S01011120,6654
S01011121,2208
S01011122,3977
S01011123,3854
S01011124,4748
S01011125,1851
S01011126,4967
S01011127,6295
S01011128,3766
S01011129,6194
S01011130,3298
S01011131,5502
S01011132,6561
S01011133,3089
S01011134,4499
S01011135,3813
S01011136,4749
S01011137,4033
S01011138,2636
S01011139,6806
S01011140,3004
S01011141,2513
S01011142,5632
S01011143,6392
S01011144,5465
S01011145,4654
S01011146,3758
S01011147,5070
S01011148,4633
S01011149,5662
S01011150,4690
S01011151,5987
S01011152,4808
S01011153,2957
S01011154,1754
S01011155,3240
S01011156,6286
S01011157,6116
S01011158,6674
S01011159,3432
S01011160,4203
S01011161,3288
S01011162,2850
S01011163,2437
S01011164,3941
S01011165,2032
S01011166,5649
S01011167,5411
S01011168,3549
S01011169,5457
S01011170,3827
S01011171,4007
S01011172,3904
S01011173,5429
S01011174,3468
S01011175,3605
S01011176,5504
S01011177,4901
S01011178,2315
S01011179,1262
S01011180,600
S01011181,2166
S01011182,3445
S01011183,2499
S01011184,5825
S01011185,4763
S01011186,2028
S01011187,4893
S01011188,2202
S01011189,3179
S01011190,1370
S01011191,2109
S01011192,2161
S01011193,791
S01011194,894
S01011195,1760
S01011196,527
S01011197,1044
S01011198,1188
S01011199,1498
S01011200,2010
S01011201,3207
S01011202,1710
S01011203,2707
S01011204,4937
S01011205,5891
S01011206,4553
S01011207,2247
S01011208,5485
S01011209,1802
S01011210,3992
S01011211,4425
S01011212,1407
S01011213,916
S01011214,985
S01011215,817
S01011216,376
S01011217,459
S01011218,345
S01011219,628
S01011220,797
S01011221,1415
S01011222,1120
S01011223,2488
S01011224,1089
S01011225,598
S01011226,3532
S01011227,532
S01011228,1446
S01011229,214
S01011230,40
S01011231,378
S01011232,290
S01011233,2429
S01011234,674
S01011235,185
S01011236,1069
S01011237,938
S01011238,189
S01011239,341
S01011240,45
S01011241,1246
S01011242,1603
S01011243,17
S01011244,150
S01011245,442
S01011246,3871
S01011247,4370
S01011248,3934
S01011249,5870
S01011250,803
S01011251,1237
S01011252,735
S01011253,620
S01011254,5811
S01011255,6424
S01011256,5032
S01011257,5259
S01011258,4034
S01011259,2400
S01011260,3516
S01011261,733
S01011262,1707
S01011263,3044
S01011264,1303
S01011265,1351
S01011266,1866
S01011267,3282
S01011268,3715
S01011269,544
S01011270,604
S01011271,1628
S01011272,517
S01011273,942
S01011274,1233
S01011275,958
S01011276,1461
S01011277,4906
S01011278,4747
S01011279,3397
S01011280,5587
S01011281,5000
S01011282,4519
S01011283,5588
S01011284,5740
S01011285,695
S01011286,928
S01011287,1125
S01011288,1638
S01011289,1630
S01011290,519
S01011291,1361
S01011292,260
S01011293,1570
S01011294,330
S01011295,4401
S01011296,1775
S01011297,1365
S01011298,786
S01011299,4924
S01011300,790
S01011301,4571
S01011302,509
S01011303,5067
S01011304,921
S01011305,1951
S01011306,902
S01011307,2230
S01011308,4428
S01011309,5981
S01011310,2566
S01011311,5245
S01011312,6315
S01011313,3884
S01011314,4538
S01011315,2476
S01011316,1164
S01011317,5317
S01011318,4829
S01011319,5937
S01011320,3430
S01011321,4684
S01011322,4512
S01011323,2634
S01011324,2355
S01011325,602
S01011326,1220
S01011327,1414
S01011328,3223
S01011329,4118
S01011330,5702
S01011331,6026
S01011332,6002
S01011333,6181
S01011334,3916
S01011335,4969
S01011336,2911
S01011337,6341
S01011338,2955
S01011339,1409
S01011340,1090
S01011341,2701
S01011342,3018
S01011343,588
S01011344,887
S01011345,1115
S01011346,2005
S01011347,1875
S01011348,1350
S01011349,5689
S01011350,6163
S01011351,661
S01011352,2684
S01011353,2625
S01011354,4429
S01011355,3932
S01011356,4137
S01011357,3499
S01011358,5882
S01011359,1856
S01011360,1016
S01011361,119
S01011362,4710
S01011363,1632
S01011364,3885
S01011365,5361
S01011366,2282
S01011367,1548
S01011368,5940
S01011369,2138
S01011370,3882
S01011371,883
S01011372,198
S01011373,586
S01011374,4743
S01011375,2382
S01011376,1170
S01011377,6533
S01011378,4217
S01011379,5732
S01011380,2980
S01011381,2918
S01011382,1865
S01011383,54
S01011384,57
S01011385,323
S01011386,130
S01011387,202
S01011388,4998
S01011389,867
S01011390,1070
S01011391,1314
S01011392,1113
S01011393,2487
S01011394,4451
S01011395,780
S01011396,1276
S01011397,1111
S01011398,321
S01011399,1040
S01011400,2290
S01011401,1915
S01011402,2812
S01011403,2229
S01011404,1509
S01011405,2231
S01011406,2082
S01011407,3717
S01011408,2087
S01011409,568
S01011410,2659
S01011411,1971
S01011412,5249
S01011413,5467
S01011414,1869
S01011415,3034
S01011416,5543
S01011417,2313
S01011418,873
S01011419,1747
S01011420,238
S01011421,2910
S01011422,1385
S01011423,271
S01011424,2077
S01011425,1874
S01011426,4039
S01011427,1789
S01011428,2571
S01011429,4817
S01011430,4060
S01011431,2316
S01011432,2826
S01011433,687
S01011434,2912
S01011435,4767
S01011436,1463
S01011437,1139
S01011438,523
S01011439,1774
S01011440,1306
S01011441,1369
S01011442,1453
S01011443,1777
S01011444,823
S01011445,2106
S01011446,1594
S01011447,1593
S01011448,3062
S01011449,838
S01011450,4224
S01011451,3600
S01011452,3754
S01011453,2174
S01011454,1602
S01011455,1310
S01011456,1080
S01011457,1041
S01011458,4991
S01011459,3466
S01011460,1861
S01011461,1367
S01011462,2986
S01011463,3510
S01011464,3824
S01011465,466
S01011466,656
S01011467,2416
S01011468,6632
S01011469,1166
S01011470,1808
S01011471,2626
S01011472,220
S01011473,329
S01011474,447
S01011475,118
S01011476,5900
S01011477,5983
S01011478,6024
S01011479,5310
S01011480,6157
S01011481,3761
S01011482,1892
S01011483,5343
S01011484,1107
S01011485,427
S01011486,547
S01011487,1258
S01011488,249
S01011489,4043
S01011490,1272
S01011491,542
S01011492,107
S01011493,6558
S01011494,2441
S01011495,796
S01011496,475
S01011497,4315
S01011498,5135
S01011499,2893
S01011500,2248
S01011501,257
S01011502,2549
S01011503,1712
S01011504,2482
S01011505,1416
S01011506,2800
S01011507,1700
S01011508,2365
S01011509,2941
S01011510,1293
S01011511,950
S01011512,34
S01011513,391
S01011514,1273
S01011515,2212
S01011516,4494
S01011517,2516
S01011518,1144
S01011519,1551
S01011520,614
S01011521,717
S01011522,1642
S01011523,1228
S01011524,4003
S01011525,3471
S01011526,2961
S01011527,4355
S01011528,1410
S01011529,262
S01011530,1263
S01011531,4814
S01011532,4836
S01011533,346
S01011534,1746
S01011535,155
S01011536,5812
S01011537,5723
S01011538,5728
S01011539,804
S01011540,2326
S01011541,629
S01011542,1020
S01011543,454
S01011544,784
S01011545,2341
S01011546,5897
S01011547,5362
S01011548,2533
S01011549,4918
S01011550,6197
S01011551,2691
S01011552,4374
S01011553,6230
S01011554,1833
S01011555,1355
S01011556,827
S01011557,1105
S01011558,898
S01011559,508
S01011560,1329
S01011561,1686
S01011562,978
S01011563,562
S01011564,2927
S01011565,1629
S01011566,772
S01011567,1489
S01011568,3174
S01011569,2642
S01011570,1301
S01011571,505
S01011572,1433
S01011573,3306
S01011574,2983
S01011575,1389
S01011576,248
S01011577,1797
S01011578,896
S01011579,5781
S01011580,1889
S01011581,251
S01011582,4754
S01011583,1112
S01011584,1668
S01011585,1676
S01011586,819
S01011587,713
S01011588,915
S01011589,2495
S01011590,1121
S01011591,518
S01011592,610
S01011593,2455
S01011594,1925
S01011595,4604
S01011596,2425
S01011597,2832
S01011598,8
S01011599,2526
S01011600,1519
S01011601,4567
S01011602,645
S01011603,476
S01011604,922
S01011605,2380
S01011606,5009
S01011607,4340
S01011608,4410
S01011609,112
S01011610,360
S01011611,3908
S01011612,5257
S01011613,4889
S01011614,3457
S01011615,1037
S01011616,1026
S01011617,1142
S01011618,1143
S01011619,5158
S01011620,6040
S01011621,3136
S01011622,6021
S01011623,2040
S01011624,2329
S01011625,2135
S01011626,6338
S01011627,5392
S01011628,4821
S01011629,1537
S01011630,1582
S01011631,268
S01011632,658
S01011633,888
S01011634,1311
S01011635,534
S01011636,704
S01011637,861
S01011638,1896
S01011639,848
S01011640,1440
S01011641,5336
S01011642,2755
S01011643,4295
S01011644,3389
S01011645,2775
S01011646,5760
S01011647,4877
S01011648,3627
S01011649,1921
S01011650,2937
S01011651,3311
S01011652,3314
S01011653,1566
S01011654,1058
S01011655,326
S01011656,184
S01011657,192
S01011658,1053
S01011659,1010
S01011660,4046
S01011661,1592
S01011662,4875
S01011663,506
S01011664,606
S01011665,828
S01011666,437
S01011667,865
S01011668,504
S01011669,3861
S01011670,1251
S01011671,3374
S01011672,2333
S01011673,577
S01011674,3725
S01011675,1072
S01011676,724
S01011677,3024
S01011678,557
S01011679,4596
S01011680,753
S01011681,1665
S01011682,332
S01011683,1829
S01011684,2511
S01011685,4780
S01011686,4638
S01011687,1621
S01011688,3651
S01011689,4616
S01011690,3391
S01011691,4951
S01011692,1475
S01011693,4106
S01011694,4090
S01011695,3085
S01011696,5653
S01011697,3609
S01011698,2545
S01011699,4786
S01011700,2787
S01011701,5454
S01011702,3857
S01011703,6123
S01011704,5619
S01011705,1853
S01011706,2900
S01011707,4858
S01011708,2383
S01011709,3724
S01011710,1179
S01011711,977
S01011712,1923
S01011713,4196
S01011714,5546
S01011715,1627
S01011716,4620
S01011717,3558
S01011718,5122
S01011719,5419
S01011720,5468
S01011721,2658
S01011722,2255
S01011723,3378
S01011724,3221
S01011725,6138
S01011726,5389
S01011727,5483
S01011728,3486
S01011729,1408
S01011730,4490
S01011731,3902
S01011732,6294
S01011733,3721
S01011734,3979
S01011735,5666
S01011736,3069
S01011737,2530
S01011738,1818
S01011739,2855
S01011740,757
S01011741,1699
S01011742,2453
S01011743,3551
S01011744,1742
S01011745,1227
S01011746,1086
S01011747,591
S01011748,1664
S01011749,333
S01011750,2125
S01011751,956
S01011752,2468
S01011753,3254
S01011754,2899
S01011755,1596
S01011756,1959
S01011757,1454
S01011758,2577
S01011759,2722
S01011760,2085
S01011761,2338
S01011762,1487
S01011763,3347
S01011764,4016
S01011765,5945
S01011766,4631
S01011767,1291
S01011768,2086
S01011769,2859
S01011770,1945
S01011771,6171
S01011772,6039
S01011773,5660
S01011774,3433
S01011775,6063
S01011776,6547
S01011777,5938
S01011778,5549
S01011779,5786
S01011780,6189
S01011781,4965
S01011782,6276
S01011783,5691
S01011784,2008
S01011785,3395
S01011786,5459
S01011787,959
S01011788,5251
S01011789,3477
S01011790,1862
S01011791,1868
S01011792,1776
S01011793,4500
S01011794,1907
S01011795,925
S01011796,638
S01011797,5823
S01011798,1984
S01011799,4078
S01011800,4129
S01011801,934
S01011802,1708
S01011803,2267
S01011804,3281
S01011805,5565
S01011806,4636
S01011807,5327
S01011808,3359
S01011809,4231
S01011810,4824
S01011811,4839
S01011812,4570
S01011813,4589
S01011814,5136
S01011815,4953
S01011816,6380
S01011817,6155
S01011818,5055
S01011819,3951
S01011820,3411
S01011821,2273
S01011822,2302
S01011823,3710
S01011824,2698
S01011825,4300
S01011826,4830
S01011827,2061
S01011828,3990
S01011829,4527
S01011830,3683
S01011831,2665
S01011832,3154
S01011833,5026
S01011834,5439
S01011835,4566
S01011836,5498
S01011837,5628
S01011838,6721
S01011839,6612
S01011840,5523
S01011841,3869
S01011842,3031
S01011843,5053
